candidate_id,family,config,threshold,rows,positive_rows,prevalence,precision,recall,f1,pr_auc,roc_auc,brier,tn,fp,fn,tp,is_selected_threshold
logistic_balanced,logistic_regression,class_weight=balanced,0.35,484,76,0.15702479338842976,0.45517241379310347,0.868421052631579,0.5972850678733032,0.7433236489223195,0.9274703302373581,0.10028023163396829,329,79,10,66,False
logistic_balanced,logistic_regression,class_weight=balanced,0.36,484,76,0.15702479338842976,0.4647887323943662,0.868421052631579,0.6055045871559633,0.7433236489223195,0.9274703302373581,0.10028023163396829,332,76,10,66,False
logistic_balanced,logistic_regression,class_weight=balanced,0.37,484,76,0.15702479338842976,0.46099290780141844,0.8552631578947368,0.5990783410138248,0.7433236489223195,0.9274703302373581,0.10028023163396829,332,76,11,65,False
logistic_balanced,logistic_regression,class_weight=balanced,0.38,484,76,0.15702479338842976,0.47101449275362317,0.8552631578947368,0.6074766355140186,0.7433236489223195,0.9274703302373581,0.10028023163396829,335,73,11,65,False
logistic_balanced,logistic_regression,class_weight=balanced,0.39,484,76,0.15702479338842976,0.46715328467153283,0.8421052631578947,0.6009389671361502,0.7433236489223195,0.9274703302373581,0.10028023163396829,335,73,12,64,False
logistic_balanced,logistic_regression,class_weight=balanced,0.4,484,76,0.15702479338842976,0.47058823529411764,0.8421052631578947,0.6037735849056604,0.7433236489223195,0.9274703302373581,0.10028023163396829,336,72,12,64,False
logistic_balanced,logistic_regression,class_weight=balanced,0.41,484,76,0.15702479338842976,0.4666666666666667,0.8289473684210527,0.5971563981042654,0.7433236489223195,0.9274703302373581,0.10028023163396829,336,72,13,63,False
logistic_balanced,logistic_regression,class_weight=balanced,0.42,484,76,0.15702479338842976,0.47368421052631576,0.8289473684210527,0.6028708133971292,0.7433236489223195,0.9274703302373581,0.10028023163396829,338,70,13,63,False
logistic_balanced,logistic_regression,class_weight=balanced,0.43,484,76,0.15702479338842976,0.4772727272727273,0.8289473684210527,0.6057692307692307,0.7433236489223195,0.9274703302373581,0.10028023163396829,339,69,13,63,False
logistic_balanced,logistic_regression,class_weight=balanced,0.44,484,76,0.15702479338842976,0.47692307692307695,0.8157894736842105,0.6019417475728155,0.7433236489223195,0.9274703302373581,0.10028023163396829,340,68,14,62,False
logistic_balanced,logistic_regression,class_weight=balanced,0.45,484,76,0.15702479338842976,0.48412698412698413,0.8026315789473685,0.6039603960396039,0.7433236489223195,0.9274703302373581,0.10028023163396829,343,65,15,61,False
logistic_balanced,logistic_regression,class_weight=balanced,0.46,484,76,0.15702479338842976,0.4959349593495935,0.8026315789473685,0.6130653266331658,0.7433236489223195,0.9274703302373581,0.10028023163396829,346,62,15,61,False
logistic_balanced,logistic_regression,class_weight=balanced,0.47,484,76,0.15702479338842976,0.5,0.8026315789473685,0.6161616161616161,0.7433236489223195,0.9274703302373581,0.10028023163396829,347,61,15,61,False
